Gene	lnL_Null	lnL_Alt	LRT	SocOrigin	Class	Gene_Desc	pvalue	adj_pvalue
LOC100577019	-487.81824	-487.81824	0	AllSol	NonCanon	 protein quiver 	1	1
LOC100577050	-8145.756327	-8145.756327	0	AllSol	NonCanon	 uncharacterized LOC100577050 	1	1
LOC100577053	-9031.960296	-9031.960296	0	AllSol	NonCanon	 glycine dehydrogenase (decarboxylating), mitochondrial 	1	1
LOC100577136	-5988.333968	-5988.333968	0	AllSol	NonCanon	 diphthine methyltransferase 	1	1
LOC100577140	-8781.146062	-8781.140866	0.010392	AllSol	NonCanon	 UDP-glucuronosyltransferase 2B19 	0.918803379563282	1
LOC100577174	-18804.83569	-18804.83569	0	AllSol	NonCanon	 ras-responsive element-binding protein 1 	1	1
LOC100577401	-16684.969473	-16684.969473	0	AllSol	NonCanon	 putative uncharacterized protein DDB_G0282133 	1	1
LOC100577423	-5051.325474	-5051.320652	0.009644	AllSol	NonCanon	 methyltransferase-like protein 4 	0.921770409840646	1
LOC100577481	-7677.86096	-7677.86096	0	AllSol	NonCanon	 protein arginine N-methyltransferase 9 	1	1
LOC100577493	-9550.280665	-9550.280665	0	AllSol	NonCanon	 transmembrane and TPR repeat-containing protein 4 	1	1
LOC100577687	-7341.618354	-7341.618354	0	AllSol	NonCanon	 nucleoporin-like protein 2 	1	1
LOC100577690	-2326.626272	-2326.626272	0	AllSol	Canon	 fas-associated death domain protein 	1	1
LOC100577763	-37578.831329	-37578.831329	0	AllSol	NonCanon	 small subunit processome component 20 homolog 	1	1
LOC100577764	-1764.95943	-1764.95943	0	AllSol	Canon	 ras-related protein Rab-5C 	1	1
LOC100577841	-4295.855112	-4295.855112	0	AllSol	NonCanon	 carbonic anhydrase 7 	1	1
LOC100577870	-1454.969544	-1453.47095	2.99719	AllSol	NonCanon	 ras-related protein Rab-35 	0.0834090676034751	1
LOC100577972	-67374.509015	-67374.509015	0	AllSol	NonCanon	 uncharacterized LOC100577972 	1	1
LOC100578030	-5501.330355	-5501.015428	0.629854	AllSol	Canon	 antitrypsin 	0.427408872705573	1
LOC100578035	-3695.789084	-3695.789084	0	AllSol	NonCanon	 sphingolipid delta(4)-desaturase DES1 	1	1
LOC100578071	-27453.685154	-27452.923739	1.52283	AllSol	NonCanon	 DNA polymerase zeta catalytic subunit 	0.217191731725351	1
LOC100578156	-4114.287888	-4114.287888	0	AllSol	Canon	 uncharacterized LOC100578156 	1	1
LOC100578168	-2216.56515	-2216.56515	0	AllSol	NonCanon	 glycoprotein 3-alpha-L-fucosyltransferase A 	1	1
LOC100578209	-4742.1904	-4743.268746	-2.15669	AllSol	NonCanon	 BTB/POZ domain-containing protein 6-B 	1	1
LOC100578215	-6348.771158	-6348.771158	0	AllSol	NonCanon	 N-acetylgalactosaminyltransferase 6 	1	1
LOC100578235	-1919.028768	-1919.028768	0	AllSol	NonCanon	 DNA-directed RNA polymerase I subunit RPA12 	1	1
LOC100578255	-23331.102509	-23331.102509	0	AllSol	NonCanon	 ras GTPase-activating-like protein IQGAP1 	1	1
LOC100578277	-1115.865449	-1115.865449	0	AllSol	NonCanon	 U11/U12 small nuclear ribonucleoprotein 25 kDa protein 	1	1
LOC100578329	-9294.078903	-9294.078903	0	AllSol	NonCanon	 fatty acyl-CoA reductase wat 	1	1
LOC100578356	-19589.11489	-19589.11489	0	AllSol	Canon	 apoptotic protease-activating factor 1-like 	1	1
LOC100578380	-2966.578266	-2966.578247	3.8e-05	AllSol	NonCanon	 tRNA (guanine-N(7)-)-methyltransferase 	0.995081540390898	1
LOC100578433	-22934.588342	-22934.588342	0	AllSol	NonCanon	 transmembrane protein 131 	1	1
LOC100578450	-11501.455369	-11501.455369	0	AllSol	NonCanon	 histone-lysine N-methyltransferase SETD2 	1	1
LOC100578537	-11214.935275	-11214.935275	0	AllSol	Canon	 UV radiation resistance-associated gene protein 	1	1
LOC100578560	-1641.095015	-1639.869583	2.45086	AllSol	NonCanon	 28S ribosomal protein S18c, mitochondrial 	0.11746049813345	1
LOC100578586	-10964.079029	-10964.079029	0	AllSol	NonCanon	 mediator of RNA polymerase II transcription subunit 15 	1	1
LOC100578697	-2798.27499	-2798.058957	0.432066	AllSol	NonCanon	 THUMP domain-containing protein 1 homolog 	0.510976930989659	1
LOC100578725	-1133.930588	-1133.930588	0	AllSol	NonCanon	 uncharacterized LOC100578725 	1	1
LOC100578875	-4991.703107	-4991.702717	0.00078	AllSol	NonCanon	 beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase 	0.977719193473959	1
LOC100578893	-11050.414563	-11050.414563	0	AllSol	NonCanon	 uncharacterized LOC100578893 	1	1
LOC102653793	-5572.682747	-5572.553288	0.258918	AllSol	NonCanon	 succinate--hydroxymethylglutarate CoA-transferase 	0.610864479500488	1
LOC102653879	-4448.300031	-4448.300031	0	AllSol	NonCanon	 homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein 	1	1
LOC102653930	-1477.985645	-1477.985645	0	AllSol	NonCanon	 DNA-directed RNA polymerase III subunit RPC10 	1	1
LOC102654014	-3583.901187	-3583.901187	0	AllSol	NonCanon	 hemK methyltransferase family member 2 	1	1
LOC102654146	-4546.481947	-4546.481947	0	AllSol	NonCanon	 antifreeze protein Maxi 	1	1
LOC102654165	-4722.677037	-4721.761675	1.83072	AllSol	NonCanon	 transmembrane protein 132C 	0.176042526347991	1
LOC102654312	-5268.263295	-5268.263295	0	AllSol	NonCanon	 KRR1 small subunit processome component homolog 	1	1
LOC102654349	-958.545766	-958.545766	0	AllSol	NonCanon	 DNA mismatch repair protein MutL-like 	1	1
LOC102654365	-8181.943858	-8180.855482	2.17675	AllSol	NonCanon	 glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial 	0.140110058179311	1
LOC102654610	-3854.606194	-3854.606194	0	AllSol	NonCanon	 putative hydroxypyruvate isomerase 	1	1
LOC102654621	-6700.736049	-6700.484068	0.503962	AllSol	NonCanon	 sarcoplasmic reticulum histidine-rich calcium-binding protein 	0.477764407622868	1
LOC102654987	-2043.852189	-2043.852189	0	AllSol	NonCanon	 ras-related protein Rab-1A 	1	1
LOC102655219	-4878.540607	-4878.540607	0	AllSol	NonCanon	 GPI mannosyltransferase 2 	1	1
LOC102655259	-9872.162481	-9872.162481	0	AllSol	NonCanon	 5-methylcytosine rRNA methyltransferase NSUN4 	1	1
LOC102655470	-551.877892	-551.877892	0	AllSol	NonCanon	 transmembrane inner ear expressed protein 	1	1
LOC102655679	-3352.924474	-3352.924474	0	AllSol	NonCanon	 DNA-directed RNA polymerase III subunit RPC7-like 	1	1
LOC102655688	-7849.814255	-7849.814255	0	AllSol	NonCanon	 putative Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase 	1	1
LOC102655836	-6358.984643	-6358.984643	0	AllSol	NonCanon	 tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 	1	1
LOC102655877	-4943.176927	-4942.886665	0.580524	AllSol	NonCanon	 beta-1,3-galactosyltransferase 6 	0.446107002938263	1
LOC102655904	-1683.673252	-1683.673252	0	AllSol	NonCanon	 DNA-directed RNA polymerases I, II, and III subunit RPABC3 	1	1
LOC102655948	-4155.025355	-4154.841931	0.366848	AllSol	NonCanon	 phosphatidylinositol N-acetylglucosaminyltransferase subunit C 	0.544727411237775	1
LOC102656183	-1840.959046	-1840.959046	0	AllSol	NonCanon	 histidine triad nucleotide-binding protein 1 	1	1
LOC102656263	-2846.504705	-2846.504705	0	AllSol	NonCanon	 protein farnesyltransferase subunit beta 	1	1
LOC102656287	-1672.372924	-1672.372924	0	AllSol	NonCanon	 transmembrane protein 216 	1	1
LOC107963993	-5517.259357	-5517.15726	0.204194	AllSol	NonCanon	 palmitoleoyl-protein carboxylesterase NOTUM 	0.651356656412008	1
LOC107964089	-2767.731901	-2767.731901	0	AllSol	NonCanon	 aquaporin-11 	1	1
LOC107964507	-1443.433677	-1443.433677	0	AllSol	NonCanon	 acyl-coenzyme A thioesterase 13 	1	1
LOC107965021	-1490.073622	-1490.07285	0.001544	AllSol	NonCanon	 phosphatidate cytidylyltransferase, mitochondrial 	0.968656177262388	1
LOC107965199	-9217.833848	-9217.833848	0	AllSol	NonCanon	 UDP-glucuronosyltransferase 1-1 	1	1
LOC107965225	-2528.529653	-2528.529653	0	AllSol	NonCanon	 ribulose-phosphate 3-epimerase 	1	1
LOC107965250	-5535.005382	-5535.005382	0	AllSol	NonCanon	 7SK snRNA methylphosphate capping enzyme 	1	1
LOC107965266	-6699.197783	-6699.197783	0	AllSol	NonCanon	 glycoprotein 3-alpha-L-fucosyltransferase A 	1	1
LOC107965508	-3971.131629	-3971.131629	0	AllSol	NonCanon	 tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4 	1	1
LOC107965749	-5551.634621	-5551.629603	0.010036	AllSol	NonCanon	 acyl-CoA Delta(11) desaturase-like 	0.920201552195071	1
LOC107965828	-3750.72131	-3750.72131	0	AllSol	NonCanon	 cholesterol 7-desaturase 	1	1
LOC113218534	-4985.792595	-4984.458771	2.66765	AllSol	NonCanon	 GDP-fucose protein O-fucosyltransferase 2 	0.102407132432274	1
LOC113218670	-2777.207484	-2777.207484	0	AllSol	NonCanon	 cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 	1	1
LOC406097	-8148.228211	-8147.967012	0.522398	AllSol	Canon	 integrin beta-PS 	0.469820552201354	1
LOC406114	-9776.444936	-9776.444936	0	AllSol	NonCanon	 alpha-amylase 	1	1
LOC408271	-6691.074072	-6691.074069	6e-06	AllSol	NonCanon	 rap1 GTPase-activating protein 1 	0.998045591906797	1
LOC408286	-12218.23509	-12218.23509	0	AllSol	NonCanon	 2-oxoglutarate dehydrogenase, mitochondrial 	1	1
LOC408303	-5188.600732	-5188.600732	0	AllSol	NonCanon	 protein lifeguard 1 	1	1
LOC408312	-7849.487462	-7849.487462	0	AllSol	NonCanon	 tyrosine-protein kinase transmembrane receptor Ror2 	1	1
LOC408355	-5887.085703	-5887.085703	0	AllSol	NonCanon	 endoribonuclease LACTB2 	1	1
LOC408358	-19062.533	-19062.533	0	AllSol	Canon	 RB1-inducible coiled-coil protein 1 	1	1
LOC408369	-3171.905002	-3171.559919	0.690166	AllSol	NonCanon	 putative glutathione-specific gamma-glutamylcyclotransferase 2 	0.406107923703671	1
LOC408391	-4453.432289	-4453.43015	0.004278	AllSol	Canon	 AP-1 complex subunit mu-1 	0.947850411250689	1
LOC408402	-7158.123431	-7158.123431	0	AllSol	NonCanon	 acetyl-coenzyme A transporter 1 	1	1
LOC408421	-9021.906399	-9021.906399	0	AllSol	NonCanon	 uncharacterized LOC408421 	1	1
LOC408426	-3240.827198	-3240.71579	0.222816	AllSol	Canon	 lysosomal thioesterase PPT2 homolog 	0.636902593788842	1
LOC408426	-3240.827198	-3240.71579	0.222816	AllSol	Canon	 lysosomal thioesterase PPT2 homolog 	0.636902593788842	1
LOC408434	-5856.840352	-5856.840352	0	AllSol	NonCanon	 EGF domain-specific O-linked N-acetylglucosamine transferase 	1	1
LOC408438	-14421.957549	-14421.957549	0	AllSol	Canon	 insulin receptor substrate 1-B 	1	1
LOC408458	-13000.836896	-13000.836896	0	AllSol	NonCanon	 mediator of RNA polymerase II transcription subunit 24 	1	1
LOC408461	-3729.20835	-3729.20835	0	AllSol	NonCanon	 uridine 5'-monophosphate synthase 	1	1
LOC408474	-9902.876883	-9902.876883	0	AllSol	NonCanon	 apyrase 	1	1
LOC408501	-15061.431353	-15061.431353	0	AllSol	Canon	 serine/threonine-protein kinase/endoribonuclease IRE1 	1	1
LOC408511	-3730.486548	-3730.365416	0.242264	AllSol	NonCanon	 protein preli-like 	0.622575695391378	1
LOC408520	-3360.220663	-3360.220663	0	AllSol	NonCanon	 upstream activation factor subunit spp27 	1	1
LOC408533	-16622.379412	-16622.379412	0	AllSol	Canon	 mitogen-activated protein kinase kinase kinase 15 	1	1
LOC408573	-2867.658109	-2867.658109	0	AllSol	NonCanon	 eukaryotic translation initiation factor 6 	1	1
LOC408575	-4880.954399	-4880.954399	0	AllSol	NonCanon	 DNA methyltransferase 1-associated protein 1 	1	1
LOC408592	-6446.993054	-6446.993054	0	AllSol	NonCanon	 uncharacterized LOC408592 	1	1
LOC408597	-4360.316229	-4360.316229	0	AllSol	NonCanon	 U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2 	1	1
LOC408649	-7009.326998	-7009.326998	0	AllSol	NonCanon	 trithorax group protein osa 	1	1
LOC408661	-9172.683109	-9172.683109	0	AllSol	NonCanon	 uncharacterized LOC408661 	1	1
LOC408668	-11325.406712	-11325.406712	0	AllSol	NonCanon	 probable tyrosyl-DNA phosphodiesterase 	1	1
LOC408687	-3703.621812	-3703.580981	0.081662	AllSol	NonCanon	 putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase 	0.775057627807963	1
LOC408717	-3368.23199	-3368.23199	0	AllSol	Canon	 sialomucin core protein 24 	1	1
LOC408741	-4273.59079	-4273.59079	0	AllSol	NonCanon	 ras-related protein Rab-37 	1	1
LOC408742	-8628.170943	-8628.170943	0	AllSol	NonCanon	 fatty-acid amide hydrolase 2-B 	1	1
LOC408748	-2007.504812	-2007.504812	0	AllSol	NonCanon	 transmembrane protein 11, mitochondrial 	1	1
LOC408766	-2711.239593	-2711.239593	0	AllSol	NonCanon	 phosphatidylcholine:ceramide cholinephosphotransferase 2 	1	1
LOC408774	-41877.846113	-41877.846113	0	AllSol	NonCanon	 lysosomal-trafficking regulator 	1	1
LOC408785	-3382.615012	-3382.615012	0	AllSol	NonCanon	 protein-L-isoaspartate(D-aspartate) O-methyltransferase 	1	1
LOC408791	-15377.805896	-15377.805896	0	AllSol	NonCanon	 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase classes I and II 	1	1
LOC408793	-11755.898755	-11755.898755	0	AllSol	NonCanon	 histone acetyltransferase KAT7 	1	1
LOC408804	-11999.058382	-11999.058382	0	AllSol	NonCanon	 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 	1	1
LOC408808	-14406.607676	-14406.607676	0	AllSol	Canon	 prosaposin 	1	1
LOC408808	-14406.607676	-14406.607676	0	AllSol	Canon	 prosaposin 	1	1
LOC408815	-18471.178671	-18471.178671	0	AllSol	NonCanon	 probable DNA mismatch repair protein Msh6 	1	1
LOC408819	-2244.097422	-2244.097422	0	AllSol	NonCanon	 transmembrane protein 147 	1	1
LOC408827	-3216.265688	-3216.089979	0.351418	AllSol	NonCanon	 carbonic anhydrase 1 	0.553311530210193	1
LOC408833	-3061.967284	-3061.967284	0	AllSol	NonCanon	 uridine diphosphate glucose pyrophosphatase 	1	1
LOC408834	-4232.171697	-4232.171697	0	AllSol	Canon	 beclin-1-like protein 	1	1
LOC408851	-1541.418234	-1541.418234	0	AllSol	Canon	 putative cysteine proteinase CG12163 	1	1
LOC408871	-5892.752219	-5892.752219	0	AllSol	NonCanon	 sorbitol dehydrogenase 	1	1
LOC408892	-5267.644061	-5267.644061	0	AllSol	NonCanon	 3-ketodihydrosphingosine reductase 	1	1
LOC408906	-7481.690383	-7481.690383	0	AllSol	NonCanon	 multiple C2 and transmembrane domain-containing protein 	1	1
LOC408924	-6091.417139	-6091.417139	0	AllSol	Canon	 peptidoglycan-recognition protein LC 	1	1
LOC408925	-9680.769194	-9680.769189	1e-05	AllSol	NonCanon	 protein arginine N-methyltransferase 7 	0.997476871683194	1
LOC408955	-6704.655894	-6704.655894	0	AllSol	NonCanon	 4-aminobutyrate aminotransferase, mitochondrial 	1	1
LOC408971	-2077.63173	-2077.63173	0	AllSol	NonCanon	 ras-related protein Rab-3 	1	1
LOC408979	-5545.823228	-5545.823228	0	AllSol	NonCanon	 eukaryotic translation initiation factor 5 	1	1
LOC408989	-9921.325244	-9921.253893	0.142702	AllSol	NonCanon	 putative glycerol kinase 5 	0.705609498330886	1
LOC409004	-1717.508957	-1717.508957	0	AllSol	NonCanon	 ras-related protein Rab6 	1	1
LOC409023	-5133.232972	-5133.229669	0.006606	AllSol	NonCanon	 methylthioribose-1-phosphate isomerase 	0.935221423760256	1
LOC409026	-3223.043785	-3222.867065	0.35344	AllSol	NonCanon	 transmembrane emp24 domain-containing protein bai 	0.552172259365269	1
LOC409032	-11846.953399	-11846.953399	0	AllSol	NonCanon	 peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase 	1	1
LOC409036	-1422.45991	-1422.45991	0	AllSol	Canon	 GTP-binding protein Rheb homolog 	1	1
LOC409036	-1422.45991	-1422.45991	0	AllSol	Canon	 GTP-binding protein Rheb homolog 	1	1
LOC409041	-3908.980493	-3908.980493	0	AllSol	NonCanon	 transmembrane protein 115 	1	1
LOC409055	-4797.03945	-4797.03945	0	AllSol	Canon	 V-type proton ATPase subunit H 	1	1
LOC409068	-4631.375628	-4631.375628	0	AllSol	NonCanon	 annexin B11 	1	1
LOC409098	-13349.802768	-13349.802768	0	AllSol	NonCanon	 histone-lysine N-methyltransferase eggless 	1	1
LOC409103	-4361.710933	-4361.589392	0.243082	AllSol	NonCanon	 protoheme IX farnesyltransferase, mitochondrial 	0.621988940052752	1
LOC409125	-17263.046212	-17263.046212	0	AllSol	Canon	 mitogen-activated protein kinase kinase kinase 4 	1	1
LOC409157	-7989.439939	-7989.439939	0	AllSol	NonCanon	 succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial 	1	1
LOC409165	-5614.658673	-5614.59194	0.133466	AllSol	Canon	 calreticulin 	0.714865096062755	1
LOC409179	-5784.103384	-5784.103384	0	AllSol	NonCanon	 4-hydroxybutyrate coenzyme A transferase 	1	1
LOC409180	-6517.283739	-6515.927649	2.71218	AllSol	NonCanon	 4-hydroxybutyrate coenzyme A transferase-like 	0.0995848191366785	1
LOC409189	-5522.26115	-5522.26115	0	AllSol	NonCanon	 growth hormone-inducible transmembrane protein 	1	1
LOC409196	-7733.770462	-7733.770462	0	AllSol	NonCanon	 alanine aminotransferase 1 	1	1
LOC409201	-1894.749204	-1894.074993	1.34842	AllSol	NonCanon	 acyl-protein thioesterase 1 	0.245554524543411	1
LOC409203	-8521.384682	-8521.384682	0	AllSol	NonCanon	 UDP-glucuronosyltransferase 2A3 	1	1
LOC409226	-7891.508347	-7891.508347	0	AllSol	Canon	 FAS-associated factor 1 	1	1
LOC409245	-4566.536142	-4566.536142	0	AllSol	NonCanon	 beta-1,4-glucuronyltransferase 1 	1	1
LOC409249	-13677.025117	-13677.025117	0	AllSol	NonCanon	 uncharacterized LOC409249 	1	1
LOC409260	-6636.917241	-6636.917241	0	AllSol	NonCanon	 short-chain dehydrogenase/reductase family 16C member 6 	1	1
LOC409263	-3942.574846	-3942.574846	0	AllSol	NonCanon	 glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 	1	1
LOC409265	-7540.096518	-7540.096518	0	AllSol	NonCanon	 dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A 	1	1
LOC409270	-5552.661774	-5548.878615	7.56632	AllSol	NonCanon	 glycerol-3-phosphate acyltransferase 4 	0.00594690833350737	1
LOC409271	-24424.274338	-24424.274339	-2e-06	AllSol	NonCanon	 mediator of RNA polymerase II transcription subunit 12 	1	1
LOC409286	-3553.51759	-3553.51759	0	AllSol	Canon	 stress-activated protein kinase JNK 	1	1
LOC409292	-4088.949446	-4088.949445	2e-06	AllSol	NonCanon	 probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial 	0.998871621209031	1
LOC409308	-763.917338	-763.917338	0	AllSol	NonCanon	 small ubiquitin-related modifier 	1	1
LOC409320	-3031.460561	-3031.460561	0	AllSol	NonCanon	 leucine carboxyl methyltransferase 1 	1	1
LOC409329	-3763.264871	-3763.264871	0	AllSol	NonCanon	 mannose-1-phosphate guanyltransferase beta 	1	1
LOC409334	-9977.069185	-9977.069185	0	AllSol	Canon	 beta-mannosidase 	1	1
LOC409336	-3567.067754	-3567.067367	0.000774	AllSol	Canon	 sialin 	0.977805032126787	1
LOC409341	-5684.18809	-5684.18809	0	AllSol	Canon	 lysosomal aspartic protease 	1	1
LOC409361	-2637.618142	-2637.618142	0	AllSol	NonCanon	 dopamine N-acetyltransferase 	1	1
LOC409365	-14219.77927	-14219.77927	0	AllSol	Canon	 lysosomal alpha-glucosidase 	1	1
LOC409373	-3673.678207	-3672.723562	1.90929	AllSol	NonCanon	 transmembrane protein 184B 	0.167042147933217	1
LOC409377	-7365.313727	-7365.313727	0	AllSol	NonCanon	 transitional endoplasmic reticulum ATPase TER94 	1	1
LOC409386	-1132.587832	-1132.587831	2e-06	AllSol	Canon	 ubiquitin-conjugating enzyme E2 N 	0.998871621209031	1
LOC409388	-3109.37543	-3109.37543	0	AllSol	NonCanon	 ras-related protein Rab-18-B 	1	1
LOC409393	-26685.626015	-26685.626015	0	AllSol	Canon	 serine/threonine-protein kinase mTOR 	1	1
LOC409410	-5464.838408	-5464.069531	1.53775	AllSol	NonCanon	 plasminogen activator inhibitor 1 RNA-binding protein 	0.21495302408836	1
LOC409411	-3634.408805	-3634.408805	0	AllSol	NonCanon	 transmembrane protein 41 homolog 	1	1
LOC409427	-4580.190432	-4580.190432	0	AllSol	NonCanon	 peptidyl-prolyl cis-trans isomerase E 	1	1
LOC409441	-4664.785421	-4664.785421	0	AllSol	NonCanon	 transmembrane protein 53 	1	1
LOC409465	-80.136617	-80.136617	0	AllSol	NonCanon	 uncharacterized LOC409465 	1	1
LOC409488	-3497.03376	-3497.03376	0	AllSol	NonCanon	 protein-L-isoaspartate(D-aspartate) O-methyltransferase 	1	1
LOC409491	-4485.719614	-4485.246314	0.9466	AllSol	NonCanon	 transmembrane protein 183B 	0.330586250636614	1
LOC409495	-4287.750753	-4287.743578	0.01435	AllSol	Canon	 lysosome-associated membrane glycoprotein 1 	0.904648326953172	1
LOC409499	-4234.068872	-4234.068872	0	AllSol	NonCanon	 UDP-glucose 4-epimerase 	1	1
LOC409511	-3866.778959	-3866.778959	0	AllSol	NonCanon	 tetraspanin-1 	1	1
LOC409520	-2971.052798	-2971.052798	0	AllSol	NonCanon	 glucosamine-6-phosphate isomerase 	1	1
LOC409523	-3504.000336	-3504.000336	0	AllSol	Canon	 mitogen-activated protein kinase 1 	1	1
LOC409529	-1981.406472	-1981.399074	0.014796	AllSol	Canon	 ras-like protein 2 	0.903185076077674	1
LOC409529	-1981.406472	-1981.399074	0.014796	AllSol	Canon	 ras-like protein 2 	0.903185076077674	1
LOC409538	-1996.388804	-1996.388804	0	AllSol	NonCanon	 lysoplasmalogenase-like protein TMEM86A 	1	1
LOC409559	-6154.345734	-6154.345734	0	AllSol	NonCanon	 probable protein S-acyltransferase 23 	1	1
LOC409586	-2951.585845	-2951.564488	0.042714	AllSol	NonCanon	 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 	0.83626473282156	1
LOC409607	-3251.543979	-3251.543979	0	AllSol	NonCanon	 ubiquitin-conjugating enzyme E2 Q2 	1	1
